R25;R 150R 1/8W 0805 1%;TopLayer;RESC_0805;3397.000;2812.000;90;Resistores de Filme Espesso - SMD 1/8watt 150ohms 1% 100ppm;C17471
R24;R 330 1/8 0805 1%;TopLayer;RESC_0805;3418.000;1889.000;270;Resistores de Filme Espesso - SMD 1/8Watt 330ohms 1% Commercial Use;C17630
R9;R 0040 10W 7146 1%;TopLayer;RESC7247X15N;817.000;929.000;180;MCLRP12FTWRR039 -  SMD Current Sense Resistor, 0.039 ohm, LRP Series, 2512 [6432 Metric], 3 W, ± 1%, Metal Strip;
R8;R 0040 10W 7146 1%;BottomLayer;RESC7247X15N;817.000;1082.000;180;MCLRP12FTWRR039 -  SMD Current Sense Resistor, 0.039 ohm, LRP Series, 2512 [6432 Metric], 3 W, ± 1%, Metal Strip;
R7;R 0040 10W 7146 1%;TopLayer;RESC7247X15N;817.000;1239.000;180;MCLRP12FTWRR039 -  SMD Current Sense Resistor, 0.039 ohm, LRP Series, 2512 [6432 Metric], 3 W, ± 1%, Metal Strip;
C39;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;3440.000;1618.000;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
C38;C1uF 0805 MLCC 50V X5R;TopLayer;CAPC_0805;3290.000;1656.000;360;Capacitores de cerâmica multicamada MLCC - SMD/SMT 0805 50V 1uF 20% X5R;C28323
C37;C1uF 0805 MLCC 50V X5R;TopLayer;CAPC_0805;3313.000;2784.000;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 0805 50V 1uF 20% X5R;C28323
C34;C 10uF 2917 TANT 50V;TopLayer;CAPC_2917;3368.000;2594.000;360;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
C33;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;3130.000;2350.000;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
CC3;IC CC 30A SO-8;TopLayer;CC6303_SOP8;201.000;918.000;270;Sensores de Corrente de Montagem de Painel Hall Effect IC LF 30A 66 mV/A;C163283
CC2;IC CC 30A SO-8;TopLayer;CC6303_SOP8;201.000;1669.000;270;Sensores de Corrente de Montagem de Painel Hall Effect IC LF 30A 66 mV/A;C163283
C_bus3;C 470uF EleCap TH 450V;BottomLayer;Capacitor_DCBUS;2297.000;-61.150;90;Capacitores eletrolíticos de alumínio - terminal de pressão 450V 470uF 20% Tol.;
C_bus4;C 470uF EleCap TH 450V;BottomLayer;Capacitor_DCBUS;1087.000;-61.150;90;Capacitores eletrolíticos de alumínio - terminal de pressão 450V 470uF 20% Tol.;
C_bus1;C 470uF EleCap TH 450V;BottomLayer;Capacitor_DCBUS;1087.000;3058.851;90;Capacitores eletrolíticos de alumínio - terminal de pressão 450V 470uF 20% Tol.;
C_bus2;C 470uF EleCap TH 450V;BottomLayer;Capacitor_DCBUS;2297.000;3056.851;90;Capacitores eletrolíticos de alumínio - terminal de pressão 450V 470uF 20% Tol.;
C9;C 10uF 2917 TANT 50V;BottomLayer;CAPC_2917;2621.000;1685.000;360;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
C5;C 10uF 2917 TANT 50V;BottomLayer;CAPC_2917;2511.000;2220.000;180;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
C7;C 10uF 2917 TANT 50V;BottomLayer;CAPC_2917;2521.000;1950.000;180;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
U2;IC IGBT IPM  IKCM30F60GA;BottomLayer;ikcm30f60ga;1653.784;1553.953;180;Controladores e drivers de Motor/Movimento/Ignição IFPS MODULES;
C1;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;197.000;2131.000;360;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
C2;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;197.000;1363.000;360;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
C3;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;197.000;595.000;360;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
U1;P 2p 5mm;TopLayer;connector1x2_parafuso;-169.000;2428.425;90;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
V1;P 2p 5mm;TopLayer;connector1x2_parafuso;-169.000;1679.213;90;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
W1;P 2p 5mm;TopLayer;connector1x2_parafuso;-169.000;930.000;90;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
P4;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;206.000;2220.000;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
P5;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;206.000;1460.500;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
P6;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;206.000;701.000;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
P7;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;3342.000;1740.000;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
0;P 2p 5mm;TopLayer;connector1x2_parafuso;294.000;3362.000;0;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
0;P 2p 5mm;TopLayer;connector1x2_parafuso;263.000;-325.000;180;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
C4;C 10uF 2917 TANT 50V;TopLayer;CAPC_2917;2521.000;2220.000;180;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
C6;C 10uF 2917 TANT 50V;TopLayer;CAPC_2917;2509.937;1950.000;180;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
C8;C 10uF 2917 TANT 50V;TopLayer;CAPC_2917;2626.000;1680.000;360;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
R6;R 100 1/8W 0805 1%;TopLayer;RESC_0805;2671.000;1500.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R5;R 100 1/8W 0805 1%;TopLayer;RESC_0805;2671.000;1420.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R4;R 100 1/8W 0805 1%;TopLayer;RESC_0805;2671.000;1340.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R3;R 100 1/8W 0805 1%;TopLayer;RESC_0805;2671.000;1260.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R2;R 100 1/8W 0805 1%;TopLayer;RESC_0805;2671.000;1180.000;0;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R1;R 100 1/8W 0805 1%;TopLayer;RESC_0805;2671.000;1100.000;0;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
C10;C 1nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2671.000;1100.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT WCAP-CSGP 1000pF 0805 10% 50V MLCC;C46653
C11;C 1nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2671.000;1340.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT WCAP-CSGP 1000pF 0805 10% 50V MLCC;C46653
C12;C 1nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2671.000;1180.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT WCAP-CSGP 1000pF 0805 10% 50V MLCC;C46653
C13;C 1nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2671.000;1420.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT WCAP-CSGP 1000pF 0805 10% 50V MLCC;C46653
C14;C 1nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2671.000;1260.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT WCAP-CSGP 1000pF 0805 10% 50V MLCC;C46653
C15;C 1nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2671.000;1500.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT WCAP-CSGP 1000pF 0805 10% 50V MLCC;C46653
R15;R 0 1/8W 0805;TopLayer;RESC_0805;2791.000;200.000;270;Resistores de Filme Espesso - SMD 1/8Watt 0ohms Commercial Use;C17477
C30;C 10nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;1311.000;850.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10nF 50V X7R 10%;C1710
C31;C 10nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;1311.000;1040.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10nF 50V X7R 10%;C1710
C32;C 10nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;1311.000;1230.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10nF 50V X7R 10%;C1710
R10;R 100 1/8W 0805 1%;BottomLayer;RESC_0805;1271.000;1340.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R12;R 100 1/8W 0805 1%;BottomLayer;RESC_0805;1271.000;1150.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R13;R 100 1/8W 0805 1%;BottomLayer;RESC_0805;1261.000;960.000;360;Resistores de Filme Espesso - SMD 1/8Watt 100ohms 1% Commercial Use;C17408
R11;R 1k8 1/8W 0805 1%;BottomLayer;RESC_0805;2046.000;1030.000;360;Resistores de Filme Espesso - SMD ResA-AS 0805 1k8 1% 125mW TC100;C17398
D1;IC DIO generic;BottomLayer;Diode_th;1646.669;1280.000;360;Diodos - Fins gerais, energia, comutação Hi Conductance Fast;
D2;IC DIO generic;BottomLayer;Diode_th;1645.331;1100.000;360;Diodos - Fins gerais, energia, comutação Hi Conductance Fast;
D3;IC DIO generic;BottomLayer;Diode_th;1643.205;909.780;360;Diodos - Fins gerais, energia, comutação Hi Conductance Fast;
C26;C 10uF 2917 TANT 50V;BottomLayer;CAPC_2917;2611.000;870.000;90;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
C27;C 10uF 2917 TANT 50V;TopLayer;CAPC_2917;2871.000;795.000;360;Condensadores de tântalo - revestimento sólido de SMD 50V 10uF 10% ESR=0.8Ohms;C89596
0;P 2p 5mm;TopLayer;connector1x2_parafuso;-169.000;50.000;90;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
0;P 2p 5mm;TopLayer;connector1x2_parafuso;-169.000;2989.528;90;Bloques de terminales de PCB de perfil estándar RS de 5,0 mm;
C16;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1366.000;3069.528;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C17;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1779.333;3069.528;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C19;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1986.000;3069.528;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C18;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1572.667;3069.528;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C20;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1391.000;-85.472;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C21;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1597.667;-85.472;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C22;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1804.333;-85.472;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C23;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;2011.000;-85.472;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C24;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1613.000;610.528;0;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
C25;C 100nF MLCC 1812 X7R 1kV;TopLayer;CAPC_1812;1301.000;2424.528;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT 1000V 0.1uF X7R 1812 10% AEC-Q200;
CC1;IC CC 30A SO-8;TopLayer;CC6303_SOP8;201.000;2420.000;270;Sensores de Corrente de Montagem de Painel Hall Effect IC LF 30A 66 mV/A;C163283
